Raw counts of sequencing reads (TPM)																
		Sample name														
		Donor1_M0	Donor1_M1	Donor1_M2IL10	Donor1_M2IL4	Donor1_TAMlike	Donor2_M0	Donor2_M1	Donor2_M2IL10	Donor2_M2IL4	Donor2_TAMlike	Donor3_M0	Donor3_M1	Donor3_M2IL10	Donor3_M2IL4	Donor3_TAMlike
		Sample number														
		Sp1_M0	Sp1_M1	Sp1_M2IL10	Sp1_M2IL4	Sp1_TAMlike	Sp2_M0	Sp2_M1	Sp2_M2IL10	Sp2_M2IL4	Sp2_TAMlike	Sp3_M0	Sp3_M1	Sp3_M2IL10	Sp3_M2IL4	Sp3_TAMlike
ID	symbol															
ENSG00000201654		1.94	0	5.55	4.52	0	0	0	0	0	4.14	5.33	0	1.93	0	0
ENSG00000201658		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201659	RNU12-2P	0	3.46	3.44	0	0	0	0	0	0	2.37	0	0	9.07	0	3.01
ENSG00000201660		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201662	RNU6-60	0	0	0	0	10.89	0	0	0	0	0	0	4.71	0	0	13.54
ENSG00000201663		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201665	RN7SKP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201666		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201668		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201671	RN5S90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201672	SNORD113-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201674		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201675	SNORD32A	0	0	0	0	0	0	0	3.77	0	0	0	0	0.04	2.99	0
ENSG00000201676		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201679	SNORD115-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201680		0	10.39	0	0	0	0	8.5	0	0	0	0	0	0	0	0
ENSG00000201683		0	0	0	0	0	0	0	0	0	0	4.64	0	0	0	0
ENSG00000201684		0	0	0.88	0	0	0	0.36	0	0	0	0	0	0.29	0.34	0
ENSG00000201687		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201689	SNORD114-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201690	RNY1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201695	RN5S334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201699		0	0	0	0	0	2.44	0.94	0	0	0	0	0	0	0	3.01
ENSG00000201700	SNORD113-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201701		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201704	RN5S396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201707		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201708	RN5S359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201709		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201710		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201711		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201713	RN5S125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201715		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201723		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201724		0	0	5.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201725		0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51
ENSG00000201727	RN5S173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201728	RN5S479	0	0	0	0	5.44	0	0	0	0	0	0	0	0	0	0
ENSG00000201733		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201736	RN5S160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201737		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201741		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201742		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201744		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201746		0	0	5.16	0	0	0	4.25	0	0	0	0	0	0	4.01	13.54
ENSG00000201747		0	0	0	4.19	0	0	4.25	0	0	0	0	0	3.4	4.01	0
ENSG00000201749		0	0	15.47	0	10.89	0	17	0	0	0	0	0	3.4	0	0
ENSG00000201752		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201754	SNORD52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201756		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201758		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201761		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201763	RN5S267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201766	RN5S302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201770		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201772	SNORA5C	11.99	8.31	37.12	36.85	69.69	5.86	17	5.73	27.58	5.7	33.42	22.63	24.5	41.75	28.89
ENSG00000201774		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201775		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201778		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201780		0	0	0	0	0	0	0	0	0	0	0	9.43	0	0	0
ENSG00000201782		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201785	SNORD117	4.99	0	0	0	50.82	0	11.33	0	18.39	18.99	6.19	18.86	4.54	10.7	12.04
ENSG00000201786		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201788		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201789		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201790	RN5S189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201791		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201793	RN7SKP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201794		0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201796		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201800		0	0	0	0	0	0	0	0	0	3.56	0	0	3.4	0	0
ENSG00000201801	RNU5E-4P	3	0	0	0	0	0	3.4	0	0	0	0	0	0	3.21	0
ENSG00000201805		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201806	RNU4-8P	3	0	0	3.35	0	0	0	0	0	2.85	7.43	0	0	0	0
ENSG00000201807		0	0	0	0	0	0	0	0	0	0	0	0	0	3.21	0
ENSG00000201809		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201810		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201811		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201812	RN5S488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201813		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201815		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201816		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201818	RNY4P17	3.75	0	0	0	0	7.32	0	0	0	10.68	9.28	0	3.4	0	0
ENSG00000201820		3.75	10.39	15.47	0	10.89	14.64	29.75	7.16	6.89	10.68	9.28	9.43	10.21	16.06	0
ENSG00000201821	RNU4-9P	0	4.15	0	0	0	0	0	0	0	0	0	0	0	3.21	0
ENSG00000201822	RN5S149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201823	SNORD48	0	0	0	0	0	14.64	31.55	9.54	0	0	0	0	0	0	0
ENSG00000201825		0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201826		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201827		3	0	0	0	4.36	2.93	3.4	5.73	0	0	0	0	2.72	3.21	0
ENSG00000201830		0	0	0	0	5.44	0	4.25	0	0	3.56	0	0	0	0	0
ENSG00000201831	SNORD115-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201839	SNORD114-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201843		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201846	RN5S166	0	0	0	0	0	0	0	10.16	0	0	0	10.07	2.41	8.58	0
ENSG00000201847		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201850		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201852		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201856	RN5S331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201860		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201861	RN5S298	0	0	0	4.19	0	0	8.5	7.16	13.79	7.46	15.95	10.2	6.8	20.07	9.03
ENSG00000201863		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201867		0	0	0	0	0	0	4.25	0	0	0	0	0	0	0	0
ENSG00000201868		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201869		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201875		0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0
ENSG00000201876	RN5S97	0	0	0	0	0	0	0	0	0	3.56	0	0	0	8.03	0
ENSG00000201881		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201882		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201884		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201885		0.34	0	0	0	2.72	0	0.38	0.65	2.76	0	0	0.85	0.31	0	0
ENSG00000201892		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201894		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201896		0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
ENSG00000201898		0	0	4.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201899	SNORD114-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201900		22.47	5.19	5.16	0	0	0	21.25	0	0	3.56	0	4.71	3.4	12.04	0
ENSG00000201901		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201907	SNORD115-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201909		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201910		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201912		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201913		0.36	0	0	0	0	0	0.41	0.68	0	0	0	0.9	0.32	0	0
ENSG00000201916		14.98	0	0	0	5.44	0	0	0	0	0	9.28	0	0	8.03	0
ENSG00000201919		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201920	RN5S442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201922		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201923	RN5S485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201925	RN5S15	48.25	0.78	0.52	0	13.88	1.1	2.64	0.72	1.03	4.42	0.86	2.76	0.85	5.02	2.69
ENSG00000201931	RN5S172	0	0	5.16	0	0	0.36	0	0	0	0	0	0	0	0	0
ENSG00000201933		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201938		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201939	RN5S224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201942	RN5S363	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0
ENSG00000201943	SNORD115-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201944		0	4.15	0	0	0	0	3.4	0	0	2.85	0	7.54	0	6.42	3.61
ENSG00000201945		0	0	0	0	0	0	0	0	0	0	0	0	2.72	0	0
ENSG00000201950	SNORD113-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201954		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201955	RNY3P1	5.7	6.23	0	0	0	0	0	0	0	0.45	0	0	0	0	0
ENSG00000201957		0	0	4.12	3.35	4.36	0	6.8	0	0	0	0	3.77	0	0	0
ENSG00000201959		0.34	0	0	0	2.72	0	0.38	0.65	2.76	0	0	0.85	0.31	0	0
ENSG00000201962	RN5S126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201965		0	0	0	0	0	0	0	0	0	0	4.38	0	0	0	0
ENSG00000201966	RN5-8S4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201967		0	0	0	0	0.43	0	0.34	0	0.54	0	0	0.38	0	0	0
ENSG00000201968	RN5S138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201969	SNORD115-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201980		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201984		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201987		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201988		0	10.39	10.31	4.19	27.22	0	8.5	0	0	7.12	0	0	3.4	0	13.54
ENSG00000201990		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201992	SNORD115-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201998	SNORA23	7.49	0	0	4.19	2.72	0	2.12	0	13.79	0	4.64	0	1.7	2.01	0
ENSG00000201999	RN5S428	0	0	0	0	0	0	0	5.73	0	0	0	0	0	0	0
ENSG00000202000		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202001		0	0	0	0	0	0	0	7.16	0	0	0	0	0	0	0
ENSG00000202008		0	0	0	0	0	0	4.25	0	0	0	0	0	0	0	0
ENSG00000202014		0	0	0	0	0	0	0	0	0	7.12	9.28	0	0	0	0
ENSG00000202016		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202017		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202019		0	31.16	25.78	0	0	3.66	51	7.16	0	3.56	0	56.58	6.8	0	0
ENSG00000202021		0.34	0	0	0	2.72	0	0.38	0.65	2.76	0	0	0.85	0.31	0	0
ENSG00000202023		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202024		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202025		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202026		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202027		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202029		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202031	SNORD38A	0	6.92	0	5.58	0	4.88	0	0	18.39	4.75	0	18.86	0	10.7	0
ENSG00000202034		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202035		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202039		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202041		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202044	RN5S223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202046		0	0	0	0	10.89	0	0	0	0	0	0	0	0	0	0
ENSG00000202047	RN5S324	3.75	5.19	20.62	0	10.89	0	8.5	7.16	0	0	4.64	4.71	3.4	8.03	0
ENSG00000202048	SNORD114-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202050		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202051		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202054	RN5S152	0	0	0	0	0	0	0	7.16	0	3.56	4.64	0	0	0	0
ENSG00000202056	RN5S19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202058		0.55	0.97	2.4	0.82	0.84	0.58	0.52	0	0	0.51	0	0	0.43	0.81	0.81
ENSG00000202059		0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0
ENSG00000202060	RN5S455	0	0	0	0	0	0	0	0	0	2.85	0	0	0	0	0
ENSG00000202063	RN5S79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202069		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202070		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202071		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202074		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202078		3.75	10.39	0	4.19	0	0	12.75	0	20.68	7.12	4.64	9.43	13.61	12.04	4.51
ENSG00000202079		0	10.39	0	0	0	0	4.25	0	0	0	0	0	0	0	0
ENSG00000202081		0	0	0	4.19	5.44	0	0	0	0	7.12	0	14.14	0	0	0
ENSG00000202082		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202089		0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0
ENSG00000202092	RN5S190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202093	SNORD58C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202095		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202099		0	0	0	0	5.44	0	0	0	0	0	0	0	0	0	0
ENSG00000202100		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202103		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202111	VTRNA1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202112		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202119		0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0
ENSG00000202124	RNY4P3	0	0	0	0	5.44	0	0	0	0	0	0	0	0	0	0
ENSG00000202125		0	3.46	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202137		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202141		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202142	SNORD114-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202144		0	0	0	0	0	0	0	0	0	0	0	4.71	0	0	0
ENSG00000202146		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202147	RN5S329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202150		0	0	0	4.19	5.44	3.66	25.5	7.16	0	0	0	4.71	0	0	4.51
ENSG00000202151	RNY4P28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202157		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202159		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202160	RNU5E-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202164	RN5S117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202167		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202169		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202172		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202174	RN5-8S5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202175	RN5S128	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0
ENSG00000202177		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202182		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202183		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202184		0	0	0	0	0	0	4.25	0	0	0	0	0	0	0	0
ENSG00000202186		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202187	RN5S355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202188	SNORD115-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202189		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202190		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202191	SNORD113-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202193	RN5S427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202195		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202198	RN7SK	0	0	0	2.76	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202199		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202200		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202205		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202206		0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202211		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202215		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202216		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202217		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202222		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202224		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202225	RN5S240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202227		0	5.19	5.16	0	0	0	8.5	7.16	0	0	4.64	0	0	0	0
ENSG00000202229		14.98	10.39	5.16	0	10.89	0	0	0	0	10.68	0	0	6.8	28.1	9.03
ENSG00000202231		0	0	0	0	0	0	3.4	0	0	0	3.71	0	0	0	0
ENSG00000202233		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202237	RNU6-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202239		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202240		0	10.39	0	0	0	0	4.25	7.16	0	7.12	4.8	4.71	0	0	0
ENSG00000202241		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202242		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202245		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202248	RN5S85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202249	RNU5E-5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202251		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202252	SNORD14C	0	0	0	0	0	0	0	0	0	0	4.75	0	0	0	0
ENSG00000202254		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202255		0	0	0	0	0	0	0	0	0	0	0	4.71	0	0	9.03
ENSG00000202257	RN5S16	48.25	0.78	0.52	0	13.88	1.1	2.64	0.72	1.03	4.42	0.86	2.76	0.85	5.02	2.69
ENSG00000202259		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202260		0	0	0	0.6	0	0	0	0	0	0	0	0	0	0.29	0
ENSG00000202261	SNORD115-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202263	RN5S22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202264	RN5S77	0	8.31	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202265		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202268		0	0	0	0	0	0	0	0	0	0	0	0	1.24	1.46	4.92
ENSG00000202269		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202270	SNORD114-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202272		0	0	0	4.19	0	0	4.25	0	0	0	0	0	0	0	4.51
ENSG00000202273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202275		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202276		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202279		0	0	5.16	0	0	0	0	0	0	0	0	4.71	0	0	0
ENSG00000202281	RN5S235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202283		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202285		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202290	RN5S37	0	0	0	0	0	0	0	0	0	0	0	0	5.44	0	0
ENSG00000202293	SNORD114-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202296		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202297		0	0	5.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202300		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202304		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202306		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202308		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202309		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202310		0	0	0	0	0	0	4.25	0	0	0	0	0	0	0	0
ENSG00000202313		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202314	SNORD6	14.98	34.62	0	22.34	21.78	43.93	34	47.71	27.58	18.99	6.19	50.29	4.54	26.76	12.04
ENSG00000202317		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202318		3.75	0	0	0	5.44	3.66	0	7.16	0	0	9.28	4.71	10.21	8.03	4.51
ENSG00000202322	RN5S131	0	0	0	0	4.36	0	0	0	0	0	0	0	0	0	0
ENSG00000202324	RN5S366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202329		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202331	RN5S167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202332		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202334	RN5S238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202335		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202336		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202337		1.94	0	5.55	4.52	0	0	0	0	0	4.14	5.33	0	1.93	0	0
ENSG00000202339		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202341		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202343		11.99	16.62	8.25	6.7	30.49	11.71	10.2	22.9	16.55	22.79	14.85	11.32	5.44	9.63	14.45
ENSG00000202344		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202345		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202347	RNU1-16P	0	0	10.31	5.58	0	2.44	0	0	22.98	0	0	0	0	5.35	3.01
ENSG00000202350		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
